city,country,population,lat,lng
Chārīkār,Afghanistan,53676.0,35.0183,69.1679
Suphan Buri,Thailand,53399.0,14.471,100.129
Joensuu,Finland,53388.0,62.6,29.7666
Coari,Brazil,53305.0,-4.08,-63.13
Registro,Brazil,53273.0,-24.49,-47.84
Saint-Brieuc,France,53223.0,48.5167,-2.7833
Taxco de Alarcón,Mexico,53217.0,18.5704,-99.62
Camaquã,Brazil,53169.0,-30.8396,-51.81
Veliko Tarnovo,Bulgaria,53115.0,43.0862,25.6555
Arrecife,Spain,52944.0,28.969,-13.5378
Crateús,Brazil,52933.0,-5.1656,-40.666
Slobozia,Romania,52693.0,44.57,27.382
Mongu,Zambia,52534.0,-15.2796,23.12
Puerto Ayacucho,Venezuela,52526.0,5.6639,-67.6236
Pursat,Cambodia,52476.0,12.5337,103.9167
Tromsø,Norway,52436.0,69.6351,18.992
Mérida,Spain,52423.0,38.912,-6.338
Andradina,Brazil,52406.0,-20.9096,-51.3799
Barra do Garças,Brazil,52398.0,-15.8796,-52.26
Fredericton,Canada,52337.0,45.95,-66.6333
Naryn,Kyrgyzstan,52300.0,41.4263,75.9911
Whangarei,New Zealand,52200.0,-35.7256,174.323
Batatais,Brazil,51976.0,-20.89,-47.59
Chilliwack,Canada,51942.0,49.1666,-121.95
Usulután,El Salvador,51910.0,13.346,-88.432
Maha Sarakham,Thailand,51584.0,16.184,103.298
Tucupita,Venezuela,51534.0,9.0605,-62.06
Itacoatiara,Brazil,51509.0,-3.14,-58.44
Jendouba,Tunisia,51408.0,36.5,8.75
Vejle,Denmark,51177.0,55.709,9.535
Séguéla,Côte D’Ivoire,51157.0,7.9504,-6.67
Nyeri,Kenya,51084.0,-0.417,36.951
Jinotega,Nicaragua,51073.0,13.091,-86.0
Kyustendil,Bulgaria,51067.0,42.2843,22.6911
Campobasso,Italy,50762.0,41.563,14.656
Jutiapa,Guatemala,50681.0,14.29,-89.9
Phetchabun,Thailand,50656.0,16.419,101.159
Gbadolite,Congo (Kinshasa),50493.0,4.2904,21.0199
Araguaína,Brazil,50444.0,-7.19,-48.21
Trujillo,Venezuela,50353.0,9.3804,-70.44
Ma‘ān,Jordan,50350.0,30.192,35.736
Sisophon,Cambodia,50302.0,13.5838,102.9833
Kampot,Cambodia,50105.0,10.6171,104.1833
Hpa-An,Burma,50000.0,16.85,97.6167
Al Khārijah,Egypt,49991.0,25.44,30.55
Chake Chake,Tanzania,49959.0,-5.2395,39.77
Maun,Botswana,49945.0,-19.9896,23.42
Kanash,Russia,49886.0,55.5091,47.4687
Odienné,Côte D’Ivoire,49857.0,9.5104,-7.58
Zaranj,Afghanistan,49851.0,31.112,61.887
Dosso,Niger,49750.0,13.05,3.2
Chachoengsao,Thailand,49741.0,13.679,101.076
Vryburg,South Africa,49588.0,-26.96,24.73
Morshansk,Russia,49350.0,53.4547,41.8044
Alexandria,Romania,49346.0,43.9016,25.2867
Quixadá,Brazil,49328.0,-4.97,-39.02
Waterford,Ireland,49275.0,52.2583,-7.1119
Invercargill,New Zealand,49200.0,-46.4094,168.365
Shawinigan,Canada,49161.0,46.5504,-72.7333
Larnaca,Cyprus,48947.0,34.917,33.636
Barra do Corda,Brazil,48901.0,-5.5096,-45.26
Cornwall,Canada,48821.0,45.0171,-74.7333
Luleå,Sweden,48638.0,65.5966,22.1584
Songkhla,Thailand,48616.0,7.21,100.56
Floriano,Brazil,48587.0,-6.7696,-43.03
Serowe,Botswana,48573.0,-22.39,26.71
Vigan,Philippines,48545.0,17.5747,120.3869
Valladolid,Mexico,48479.0,20.6704,-88.2
Senhor do Bonfim,Brazil,48471.0,-10.4496,-40.19
Cojutepeque,El Salvador,48411.0,13.7167,-88.9333
Asadābād,Afghanistan,48400.0,34.866,71.15
Rio Verde,Brazil,48318.0,-17.8196,-50.93
Mao,Dominican Republic,48297.0,19.552,-71.075
Ponte Nova,Brazil,48187.0,-20.4096,-42.9
Muğla,Turkey,48183.0,37.2164,28.3639
Kibuye,Rwanda,48024.0,-2.05,29.35
El Kef,Tunisia,47979.0,36.1826,8.7148
Guaxupé,Brazil,47889.0,-21.29,-46.71
Goianésia,Brazil,47883.0,-15.3096,-49.13
Ciudad de Huajuapam de León,Mexico,47844.0,17.8104,-97.79
Ratnapura,Sri Lanka,47832.0,6.693,80.386
Capanema,Brazil,47766.0,-1.19,-47.18
Moyobamba,Peru,47734.0,-6.0496,-76.9667
Leribe,Lesotho,47675.0,-28.878,28.056
Autlán de Navarro,Mexico,47669.0,19.77,-104.37
Itamaraju,Brazil,47628.0,-17.0396,-39.5299
Mtsensk,Russia,47609.0,53.2647,36.5472
Badulla,Sri Lanka,47587.0,6.9837,81.0499
Campo Belo,Brazil,47491.0,-20.8896,-45.28
Āksum,Ethiopia,47487.0,14.1304,38.72
Montana,Bulgaria,47445.0,43.414,23.237
Itaberaba,Brazil,47301.0,-12.5196,-40.3
Buri Ram,Thailand,47292.0,15.0004,103.1166
Hämeenlinna,Finland,47261.0,60.997,24.472
Lamía,Greece,47246.0,38.899,22.434
Meru,Kenya,47226.0,0.06,37.64
Rosso,Mauritania,47203.0,16.524,-15.8127
Breves,Brazil,47164.0,-1.68,-50.49
Progreso,Mexico,47124.0,21.2833,-89.6666
Mandeville,Jamaica,47115.0,18.033,-77.5
Busia,Uganda,47100.0,0.4544,34.0758
Nacaome,Honduras,47000.0,13.53,-87.49
Boosaaso,Somalia,46969.0,11.28,49.18
New Amsterdam,Guyana,46874.0,6.25,-57.53
Berat,Albania,46866.0,40.71,19.972
Kanye,Botswana,46831.0,-24.9696,25.34
Choma,Zambia,46746.0,-16.8095,26.97
Leopoldina,Brazil,46742.0,-21.53,-42.64
Njombe,Tanzania,46724.0,-9.3296,34.77
Kokkola,Finland,46714.0,63.8333,23.1167
Aweil,South Sudan,46705.0,8.7666,27.4
Mikkeli,Finland,46550.0,61.69,27.285
Middelburg,Netherlands,46485.0,51.502,3.61
Östersund,Sweden,46178.0,63.1833,14.65
Mahdia,Tunisia,45977.0,35.4839,11.0409
Santiago,Panama,45955.0,8.1004,-80.9833
Trujillo Alto,Puerto Rico,45936.0,18.3601,-66.0103
Nevers,France,45929.0,46.9837,3.1667
Gbarnga,Liberia,45835.0,7.0104,-9.49
Jalapa,Guatemala,45834.0,14.633,-89.989
Coyhaique,Chile,45787.0,-45.57,-72.07
Wajir,Kenya,45771.0,1.7504,40.05
Buta,Congo (Kinshasa),45677.0,2.82,24.74
Puttalam,Sri Lanka,45661.0,8.033,79.826
Komotiní,Greece,45631.0,41.1333,25.4167
Liberia,Costa Rica,45380.0,10.6338,-85.4333
Sololá,Guatemala,45373.0,14.773,-91.183
Dédougou,Burkina Faso,45341.0,12.455,-3.464
Cametá,Brazil,45200.0,-2.2396,-49.51
Inverness,United Kingdom,45158.0,57.4671,-4.2333
Leiria,Portugal,45112.0,39.739,-8.805
Iganga,Uganda,45024.0,0.6092,33.4686
Itanagar,India,44971.0,27.1004,93.6166
Piripiri,Brazil,44864.0,-4.2696,-41.79
Si Sa Ket,Thailand,44751.0,15.1203,104.3298
Linden,Guyana,44690.0,5.99,-58.27
Kabale,Uganda,44600.0,-1.2496,29.98
Trollhättan,Sweden,44543.0,58.2671,12.3
Camocim,Brazil,44481.0,-2.9,-40.85
Cobija,Bolivia,44437.0,-11.0333,-68.7333
Umm al Qaywayn,United Arab Emirates,44411.0,25.5653,55.5533
Huancavelica,Peru,44388.0,-12.79,-74.99
Bluefields,Nicaragua,44373.0,12.0,-83.7649
Aracati,Brazil,44293.0,-4.56,-37.77
Atar,Mauritania,44265.0,20.5166,-13.05
Pärnu,Estonia,44192.0,58.3747,24.5136
Chitré,Panama,44082.0,7.97,-80.42
Inhumas,Brazil,44058.0,-16.36,-49.5
Belleville,Canada,43990.0,44.1667,-77.3833
Hāgere Hiywet,Ethiopia,43920.0,8.9804,37.85
Phatthalung,Thailand,43522.0,7.615,100.081
Araranguá,Brazil,43444.0,-28.94,-49.5
Oyem,Gabon,43423.0,1.6166,11.5833
Vichy,France,43158.0,46.1171,3.4167
Bilwi,Nicaragua,43001.0,14.0333,-83.3834
Franceville,Gabon,42967.0,-1.6333,13.5833
Ventspils,Latvia,42884.0,57.3899,21.5606
Santo Domingo Tehuantepec,Mexico,42776.0,16.33,-95.23
Canindé,Brazil,42720.0,-4.35,-39.31
Fort Portal,Uganda,42670.0,0.671,30.275
Montemorelos,Mexico,42640.0,25.19,-99.84
Cabo San Lucas,Mexico,42601.0,22.8928,-109.9045
Dieppe,France,42461.0,49.9337,1.0833
Charlottetown,Canada,42402.0,46.2493,-63.1313
Mercedes,Uruguay,42359.0,-33.2595,-58.03
Mansa,Zambia,42277.0,-11.2,28.89
Lovech,Bulgaria,42211.0,43.138,24.719
Salgueiro,Brazil,42152.0,-8.0596,-39.13
Sidi Bouzid,Tunisia,42098.0,35.0167,9.5
Penedo,Brazil,42097.0,-10.2696,-36.58
Castro,Brazil,42091.0,-24.79,-50.01
Miercurea-Ciuc,Romania,42029.0,46.361,25.524
Tizimín,Mexico,41993.0,21.1304,-88.15
Brumado,Brazil,41989.0,-14.21,-41.67
Lindi,Tanzania,41912.0,-10.0,39.7
Artigas,Uruguay,41909.0,-30.416,-56.486
Chiquimula,Guatemala,41521.0,14.797,-89.544
Victoriaville,Canada,41500.0,46.0504,-71.9667
Jaguaquara,Brazil,41498.0,-13.53,-39.97
Grande Prairie,Canada,41462.0,55.1666,-118.8
Lusambo,Congo (Kinshasa),41416.0,-4.9696,23.43
Faro,Portugal,41355.0,37.0171,-7.9333
Saurimo,Angola,41316.0,-9.6596,20.39
Garça,Brazil,41302.0,-22.22,-49.66
Minas,Uruguay,41180.0,-34.37,-55.23
Villarrica,Paraguay,41157.0,-25.75,-56.4333
Mityana,Uganda,41131.0,0.4004,32.05
Cao Bằng,Vietnam,41112.0,22.664,106.268
Palmeira dos Índios,Brazil,41095.0,-9.4166,-36.6166
Bastia,France,41001.0,42.7032,9.45
Frutal,Brazil,40931.0,-20.03,-48.94
Chapadinha,Brazil,40804.0,-3.7395,-43.36
Bom Jesus da Lapa,Brazil,40691.0,-13.2495,-43.44
Yambio,South Sudan,40382.0,4.5705,28.4163
Bilecik,Turkey,40285.0,40.15,29.983
Bozoum,Central African Republic,40201.0,6.317,16.3833
Inongo,Congo (Kinshasa),40113.0,-1.94,18.28
Ali Sabieh,Djibouti,40074.0,11.1562,42.7125
Kaya,Burkina Faso,40017.0,13.0904,-1.09
Salamá,Guatemala,40000.0,15.103,-90.314
Ciudad Constitución,Mexico,39915.0,25.04,-111.66
Daman,India,39737.0,20.417,72.85
Laguna,Brazil,39711.0,-28.48,-48.78
Mochudi,Botswana,39700.0,-24.377,26.152
Goroka,Papua New Guinea,39699.0,-6.0833,145.3855
Perth,United Kingdom,39654.0,56.4003,-3.47
Salgótarján,Hungary,39640.0,48.105,19.826
Zacatecoluca,El Salvador,39613.0,13.508,-88.868
Tozeur,Tunisia,39504.0,33.9304,8.13
Russas,Brazil,39465.0,-4.94,-37.98
Antigua Guatemala,Guatemala,39368.0,14.5667,-90.7333
Roi Et,Thailand,39328.0,16.051,103.655
Upper Hutt,New Zealand,39200.0,-41.1355,175.029
Xam Nua,Laos,38992.0,20.4167,104.0333
Mineiros,Brazil,38951.0,-17.5695,-52.56
Pinheiro,Brazil,38893.0,-2.5196,-45.09
Dún Dealgan,Ireland,38884.0,54.0004,-6.4167
Joaçaba,Brazil,38876.0,-27.17,-51.5
Caloundra,Australia,38706.0,-26.8,153.1333
Phrae,Thailand,38538.0,18.1533,100.1629
Kérkyra,Greece,38517.0,39.6154,19.9147
Ruyigi,Burundi,38458.0,-3.481,30.244
Hà Giang,Vietnam,38362.0,22.8337,104.9833
Rēzekne,Latvia,38340.0,56.5,27.3166
Chur,Switzerland,38293.0,46.85,9.5
Razgrad,Bulgaria,38285.0,43.534,26.536
Tenkodogo,Burkina Faso,38108.0,11.7804,-0.3697
Flores,Guatemala,38035.0,16.9337,-89.8833
Salekhard,Russia,38025.0,66.535,66.61
Remanso,Brazil,37945.0,-9.5996,-42.11
Nanuque,Brazil,37824.0,-17.84,-40.35
Al Bayḑā’,Yemen,37821.0,13.979,45.574
Camargo,Mexico,37743.0,27.6904,-105.1701
Penticton,Canada,37721.0,49.5004,-119.5833
Juticalpa,Honduras,37442.0,14.6704,-86.23
Kasulu,Tanzania,37349.0,-4.5796,30.1
Diamantina,Brazil,37343.0,-18.24,-43.61
San Vicente,El Salvador,37326.0,13.641,-88.785
‘Ataq,Yemen,37315.0,14.55,46.8
Šibenik,Croatia,37112.0,43.7272,15.9058
Rayong,Thailand,37035.0,12.6718,101.2815
Dubrovnik,Croatia,36994.0,42.6609,18.0914
Rosário do Sul,Brazil,36721.0,-30.25,-54.92
Retalhuleu,Guatemala,36656.0,14.5371,-91.677
Nueva Rosita,Mexico,36642.0,27.95,-101.22
Drogheda,Ireland,36533.0,53.7193,-6.3478
Cristalina,Brazil,36531.0,-16.77,-47.61
San José,Uruguay,36529.0,-34.35,-56.71
Falun,Sweden,36477.0,60.613,15.647
Tuyên Quang,Vietnam,36430.0,21.818,105.211
Dover,United Kingdom,36384.0,51.1337,1.3
São Francisco do Sul,Brazil,36224.0,-26.2396,-48.6
Zacapa,Guatemala,36088.0,14.972,-89.529
Kahama,Tanzania,36014.0,-3.8196,32.58
Paphos,Cyprus,35961.0,34.7559,32.4225
Beja,Portugal,35854.0,38.014,-7.863
Ulaangom,Mongolia,35796.0,49.9833,92.0666
Phichit,Thailand,35760.0,16.439,100.349
Oriximiná,Brazil,35581.0,-1.7596,-55.87
Barreiros,Brazil,35565.0,-8.8296,-35.2
Santa Rosa de Copán,Honduras,35529.0,14.77,-88.78
Xique-Xique,Brazil,35433.0,-10.82,-42.73
Göyçay,Azerbaijan,35348.0,40.6534,47.7406
La Barca,Mexico,35345.0,20.2804,-102.56
Pánuco,Mexico,35316.0,22.0604,-98.19
Loei,Thailand,35273.0,17.4919,101.7315
Shumerlya,Russia,35230.0,55.4848,46.4244
Karlskrona,Sweden,35212.0,56.203,15.296
Luebo,Congo (Kinshasa),35183.0,-5.3495,21.41
Talas,Kyrgyzstan,35172.0,42.5184,72.2429
Jacarèzinho,Brazil,35090.0,-23.1599,-49.98
La Asunción,Venezuela,35084.0,11.0333,-63.8833
Samut Songkhram,Thailand,35065.0,13.413,100.001
Kalmar,Sweden,35024.0,56.667,16.3666
Taibao,Taiwan,35000.0,23.45,120.3333
Itapecuru Mirim,Brazil,34943.0,-3.4,-44.36
Ölgiy,Mongolia,34934.0,48.9337,89.95
Sinop,Turkey,34834.0,42.023,35.153
Viborg,Denmark,34831.0,56.4333,9.4
Januária,Brazil,34811.0,-15.48,-44.37
Rovaniemi,Finland,34781.0,66.5,25.7159
Adjumani,Uganda,34700.0,3.3614,31.8097
Port-de-Paix,Haiti,34657.0,19.9318,-72.8295
Osório,Brazil,34628.0,-29.88,-50.27
Satun,Thailand,34544.0,6.6167,100.0667
Bragança,Portugal,34375.0,41.808,-6.755
Bouar,Central African Republic,34372.0,5.95,15.6
Goba,Ethiopia,34369.0,7.01,39.97
Gisborne,New Zealand,34300.0,-38.6633,178.0181
Babati,Tanzania,34291.0,-4.2195,35.75
Sibut,Central African Republic,34267.0,5.7338,19.0833
Karonga,Malawi,34207.0,-9.9329,33.9333
Szekszárd,Hungary,34174.0,46.344,18.713
Morrinhos,Brazil,34143.0,-17.73,-49.11
Coroatá,Brazil,34129.0,-4.1296,-44.15
Ahuachapán,El Salvador,34102.0,13.919,-89.845
Bodø,Norway,34073.0,67.2468,14.399
Owando,Congo (Brazzaville),34070.0,-0.4796,15.92
Aosta,Italy,34062.0,45.737,7.315
Durazno,Uruguay,34037.0,-33.41,-56.51
Kakata,Liberia,33945.0,6.526,-10.349
Ocotal,Nicaragua,33928.0,13.63,-86.473
Fada Ngourma,Burkina Faso,33910.0,12.055,0.361
Jacmel,Haiti,33563.0,18.235,-72.537
Prachuap Khiri Khan,Thailand,33521.0,11.803,99.8
Castelo Branco,Portugal,33479.0,39.811,-7.488
Cananea,Mexico,33433.0,30.9904,-110.3
Campbell River,Canada,33430.0,50.0171,-125.25
Choybalsan,Mongolia,33376.0,48.0666,114.506
Sumbe,Angola,33277.0,-11.21,13.85
Kampong Speu,Cambodia,33231.0,11.452,104.519
Tak,Thailand,33146.0,16.8847,99.1293
Koh Kong,Cambodia,33134.0,11.6175,102.9849
Kotovsk,Russia,33077.0,52.5947,41.5044
Cradock,South Africa,32898.0,-32.1995,25.61
Bangassou,Central African Republic,32841.0,4.7338,22.8166
Fribourg,Switzerland,32827.0,46.8,7.15
Courtenay,Canada,32793.0,49.6833,-125.0
Capitão Poço,Brazil,32704.0,-1.7496,-47.09
Harper,Liberia,32661.0,4.3754,-7.717
Orangeville,Canada,32640.0,43.9171,-80.0833
Maués,Brazil,32561.0,-3.3896,-57.72
Tenosique,Mexico,32415.0,17.4804,-91.43
Artvin,Turkey,32272.0,41.183,41.818
Parras de la Fuente,Mexico,32253.0,25.4204,-102.1799
Gümüşhane,Turkey,32250.0,40.464,39.484
Florida,Uruguay,32234.0,-34.099,-56.215
Paranaíba,Brazil,32217.0,-19.6796,-51.2
Moose Jaw,Canada,32166.0,50.4,-105.55
Bocaiúva,Brazil,32114.0,-17.1096,-43.81
Guarda,Portugal,32111.0,40.541,-7.262
Boende,Congo (Kinshasa),32091.0,-0.2196,20.86
Rumbek,South Sudan,32083.0,6.8,29.6833
Mamoudzou,Mayotte,32057.0,-12.7871,45.275
Ciudad Sabinas Hidalgo,Mexico,32047.0,26.51,-100.18
Rivas,Nicaragua,31941.0,11.4404,-85.82
Petatlán,Mexico,31910.0,17.5204,-101.27
São Luís Gonzaga,Brazil,31798.0,-28.41,-54.96
Campo Maior,Brazil,31739.0,-4.82,-42.18
Masindi,Uganda,31486.0,1.6744,31.715
Barra do Bugres,Brazil,31311.0,-15.0696,-57.19
Neuchâtel,Switzerland,31270.0,46.999,6.923
Krabi,Thailand,31219.0,8.052,98.912
Tucano,Brazil,31203.0,-10.9696,-38.79
Kouvola,Finland,31133.0,60.876,26.709
Tena,Ecuador,31126.0,-0.9796,-77.81
Dumfries,United Kingdom,31044.0,55.0671,-3.55
Diffa,Niger,30988.0,13.3171,12.6089
Jérémie,Haiti,30917.0,18.6339,-74.1184
Arendal,Norway,30916.0,58.4648,8.766
Pallisa,Uganda,30745.0,1.145,33.7094
Ticul,Mexico,30519.0,20.4004,-89.53
Āsosa,Ethiopia,30512.0,10.067,34.5333
Hovd,Mongolia,30500.0,48.0166,91.6333
Am Timan,Chad,30443.0,11.0333,20.2833
Huatabampo,Mexico,30426.0,26.8304,-109.63
Nebbi,Uganda,30354.0,2.4758,31.1025
Presidente Dutra,Brazil,30330.0,-5.25,-44.52
Blenheim,New Zealand,30300.0,-41.5135,173.955
Ometepec,Mexico,30271.0,16.6801,-98.42
Novo Horizonte,Brazil,30158.0,-21.4596,-49.22
Khorugh,Tajikistan,30000.0,37.4875,71.5476
Savanna-la-Mar,Jamaica,30000.0,18.164,-77.948
Iturama,Brazil,29805.0,-19.73,-50.2
Bafatá,Guinea-Bissau,29704.0,12.167,-14.666
Stung Treng,Cambodia,29665.0,13.523,105.974
Doba,Chad,29597.0,8.6504,16.85
Jinotepe,Nicaragua,29507.0,11.846,-86.195
Swakopmund,Namibia,29491.0,-22.6689,14.535
Hamar,Norway,29479.0,60.82,11.069
Santarém,Portugal,29385.0,39.231,-8.682
Almenara,Brazil,29333.0,-16.17,-40.7
Mytilíni,Greece,29328.0,39.1104,26.5546
Chalatenango,El Salvador,29271.0,14.072,-89.094
Bắc Kạn,Vietnam,29227.0,22.1333,105.8333
San Fernando,Mexico,29171.0,24.8504,-98.16
Tunceli,Turkey,29062.0,39.1167,39.5333
Boaco,Nicaragua,29046.0,12.47,-85.66
Bria,Central African Republic,29027.0,6.5333,21.9833
Trípoli,Greece,28970.0,37.5091,22.3794
Penonomé,Panama,28766.0,8.51,-80.36
Kisii,Kenya,28547.0,-0.6696,34.76
Pilar,Paraguay,28435.0,-26.8695,-58.3
Brandon,Canada,28418.0,49.8333,-99.95
Ubaitaba,Brazil,28375.0,-14.3,-39.33
Ouésso,Congo (Brazzaville),28320.0,1.61,16.05
Hillerød,Denmark,28313.0,55.9333,12.3167
Iporá,Brazil,28254.0,-16.45,-51.13
Escuinapa,Mexico,28248.0,22.8504,-105.8
Caxito,Angola,28224.0,-8.5795,13.66
Popondetta,Papua New Guinea,28198.0,-8.7692,148.2484
Arvayheer,Mongolia,28053.0,46.25,102.7666
Mouila,Gabon,28000.0,-1.8662,11.0167
Guaranda,Ecuador,27866.0,-1.61,-79.01
Santa Cruz,Brazil,27775.0,-6.22,-36.03
Mongo,Chad,27763.0,12.1837,18.7
Mörön,Mongolia,27690.0,49.6453,100.1544
Treinta y Tres,Uruguay,27684.0,-33.23,-54.38
Aţ Ţūr,Egypt,27628.0,28.2394,33.6148
Óbidos,Brazil,27587.0,-1.91,-55.52
Nyköping,Sweden,27582.0,58.764,17.015
Niquelândia,Brazil,27541.0,-14.4696,-48.47
Al Ghayz̧ah,Yemen,27404.0,16.2394,52.1638
Silvassa,India,27359.0,20.2666,73.0166
Conceição do Araguaia,Brazil,27115.0,-8.25,-49.29
Sensuntepeque,El Salvador,26989.0,13.88,-88.63
Siliana,Tunisia,26960.0,36.0833,9.3833
Bregenz,Austria,26928.0,47.5167,9.7667
Rocha,Uruguay,26874.0,-34.483,-54.333
Nola,Central African Republic,26809.0,3.5337,16.0666
La Unión,El Salvador,26807.0,13.332,-87.839
Bor,South Sudan,26782.0,6.2072,31.5591
Miracema,Brazil,26684.0,-21.41,-42.2
Ipu,Brazil,26678.0,-4.3196,-40.7201
Champotón,Mexico,26636.0,19.3504,-90.72
Voinjama,Liberia,26594.0,8.4167,-9.75
Brockville,Canada,26458.0,44.5893,-75.6953
Wete,Tanzania,26450.0,-5.0635,39.7258
Dongola,Sudan,26404.0,19.1666,30.4833
Tralee,Ireland,26384.0,52.2667,-9.7167
Canavieiras,Brazil,26375.0,-15.64,-38.96
Viseu,Portugal,26364.0,40.657,-7.91
Rawson,Argentina,26335.0,-43.3,-65.1
Alenquer,Brazil,26290.0,-1.9396,-54.79
Bayanhongor,Mongolia,26252.0,46.3,100.9833
Mendi,Papua New Guinea,26252.0,-6.1444,143.6452
Sena Madureira,Brazil,26192.0,-9.07,-68.67
Levittown,Puerto Rico,26117.0,18.4454,-66.1759
Tuxpan,Mexico,26115.0,21.9304,-105.27
Chachapoyas,Peru,25978.0,-6.2296,-77.87
Granja,Brazil,25879.0,-3.1195,-40.84
Pimenta Bueno,Brazil,25762.0,-11.64,-61.21
Zwedru,Liberia,25678.0,6.0704,-8.13
Lapa,Brazil,25621.0,-25.76,-49.73
Cataño,Puerto Rico,25595.0,18.4415,-66.1388
Nueva Gerona,Cuba,25566.0,21.8837,-82.8
Aţ Ţafīlah,Jordan,25429.0,30.8333,35.6
Ati,Chad,25373.0,13.2171,18.3333
São Lourenço do Sul,Brazil,25340.0,-31.37,-51.98
Lambaréné,Gabon,25310.0,-0.6996,10.2166
Rehoboth,Namibia,25219.0,-23.3196,17.08
Colinas,Brazil,25158.0,-6.0395,-44.24
Wewak,Papua New Guinea,25143.0,-3.5535,143.6367
San Marcos,Guatemala,25088.0,14.966,-91.8
Katima Mulilo,Namibia,25027.0,-17.4996,24.26
Mohale’s Hoek,Lesotho,24992.0,-30.159,27.48
Puyo,Ecuador,24881.0,-1.483,-77.987
Moyale,Kenya,24837.0,3.52,39.05
Covilhã,Portugal,24828.0,40.2833,-7.5
Pires do Rio,Brazil,24822.0,-17.2995,-48.28
Otjiwarongo,Namibia,24815.0,-20.4595,16.64
Felipe Carrillo Puerto,Mexico,24807.0,19.5804,-88.05
Rouyn-Noranda,Canada,24602.0,48.25,-79.0332
Ranong,Thailand,24561.0,9.962,98.638
Ciudad Altamirano,Mexico,24533.0,18.3204,-100.65
Lamu,Kenya,24525.0,-2.262,40.9197
Rolim de Moura,Brazil,24516.0,-11.7302,-61.7806
San Pedro Pochutla,Mexico,24481.0,15.7304,-96.47
Tbeng Meanchey,Cambodia,24380.0,13.8167,104.9667
Ghāt,Libya,24347.0,24.9647,10.1728
Fatick,Senegal,24243.0,14.344,-16.416
Sühbaatar,Mongolia,24235.0,50.25,106.2
Quthing,Lesotho,24130.0,-30.411,27.716
Aībak,Afghanistan,24000.0,36.261,68.04
Svay Rieng,Cambodia,23956.0,11.08,105.801
Koulikoro,Mali,23919.0,12.8833,-7.55
Paraíso,Mexico,23830.0,18.4,-93.23
Iguape,Brazil,23784.0,-24.72,-47.5699
Macas,Ecuador,23687.0,-2.3096,-78.12
Pijijiapan,Mexico,23675.0,15.6904,-93.22
Kibaha,Tanzania,23651.0,-6.7667,38.9167
Santa Cruz del Quiché,Guatemala,23618.0,15.0333,-91.1333
Itambé,Brazil,23558.0,-15.2396,-40.63
Santa Maria da Vitória,Brazil,23488.0,-13.39,-44.21
Gjirokastër,Albania,23437.0,40.079,20.149
Zug,Switzerland,23435.0,47.179,8.487
Magdalena de Kino,Mexico,23359.0,30.6166,-111.05
Fray Bentos,Uruguay,23279.0,-33.139,-58.304
Whitehorse,Canada,23276.0,60.7167,-135.05
Nova Cruz,Brazil,23166.0,-6.4696,-35.44
Sibiti,Congo (Brazzaville),22811.0,-3.6896,13.35
Tecax,Mexico,22806.0,20.2,-89.28
Madingou,Congo (Brazzaville),22760.0,-4.164,13.554
Bella Unión,Uruguay,22723.0,-30.2596,-57.6
Frontera,Mexico,22621.0,18.5804,-92.65
Visby,Sweden,22593.0,57.6337,18.3
Moyo,Uganda,22434.0,3.6504,31.72
Uthai Thani,Thailand,22219.0,15.3819,100.0264
Tadjourah,Djibouti,22193.0,11.7833,42.9
San José del Guaviare,Colombia,22136.0,2.57,-72.64
Itaberaí,Brazil,22129.0,-16.02,-49.81
Ojinaga,Mexico,22128.0,29.5404,-104.41
Nkhata Bay,Malawi,22108.0,-11.5996,34.3
Mocoa,Colombia,22035.0,1.15,-76.63
Guayama,Puerto Rico,22023.0,17.9744,-66.1104
Heredia,Costa Rica,21947.0,9.992,-84.12
Fort McMurray,Canada,21863.0,56.7333,-111.3833
Nsanje,Malawi,21774.0,-16.9167,35.2667
Eirunepé,Brazil,21750.0,-6.66,-69.8738
Colonia del Sacramento,Uruguay,21714.0,-34.48,-57.84
Kayunga,Uganda,21704.0,0.7025,32.8886
Caacupé,Paraguay,21696.0,-25.387,-57.14
Gavarr,Armenia,21680.0,40.3589,45.1267
Nar’yan-Mar,Russia,21658.0,67.6474,53.0574
Yasothon,Thailand,21643.0,15.788,104.151
Barras,Brazil,21597.0,-4.25,-42.3
Trat,Thailand,21590.0,12.237,102.509
Kilkenny,Ireland,21589.0,52.6545,-7.2523
Ngozi,Burundi,21506.0,-2.912,29.825
Heroica Ciudad de Tlaxiaco,Mexico,21391.0,17.2704,-97.68
Portel,Brazil,21315.0,-1.95,-50.82
Nakhon Nayok,Thailand,21309.0,14.2,101.216
Itupiranga,Brazil,21301.0,-5.12,-49.3
Motul,Mexico,21253.0,21.1,-89.28
Paracuru,Brazil,21196.0,-3.3995,-39.04
Luena,Angola,21115.0,-11.79,19.9
Phayao,Thailand,21058.0,19.1707,99.9083
Omagh,United Kingdom,21056.0,54.6,-7.3
Rutana,Burundi,20893.0,-3.931,29.993
Impfondo,Congo (Brazzaville),20859.0,1.6404,18.04
Maralal,Kenya,20841.0,1.1105,36.68
Orange Walk,Belize,20835.0,18.0904,-88.56
Penzance,United Kingdom,20812.0,50.1337,-5.55
Artashat,Armenia,20562.0,39.9539,44.5506
Atoyac de Álvarez,Mexico,20515.0,17.2,-100.43
